Case,CL,CD,Cp_1,Cp_2,Cp_3,Cp_4,Cp_5,Cp_6,Cp_7,Cp_8,Cp_9
AOA_-20_GUST_20,1.2280112324507975,0.5707943845988906,-2.0829979289222558,-1.5489981575790983,-0.9438154276120752,-0.6782317209543471,-0.09013622837692026,1.124606320046597,0.9163465126492577,0.5121224867354576,0.05236107927377805
AOA_-20_GUST_20,1.032084081181073,0.5013462972266076,-1.6300722210817784,-1.1379097382742853,-0.6486578293037318,-0.42715492363278706,0.1363170874003407,1.1908938919797911,0.9537556762322199,0.5685804926410172,0.1402380049057133
AOA_-20_GUST_20,0.8961284724232036,0.46059969544168955,-1.4269953796994297,-0.9001651255223858,-0.47080937705822706,-0.27656693868867543,0.2711861228417315,1.1703391236270242,0.8997702507975088,0.5230028943301427,0.11080716971504603
AOA_-20_GUST_20,0.821696424287856,0.44002787079952554,-1.3563832688363504,-0.7413011999296968,-0.30756586525539603,-0.13631880979383948,0.408624326048894,1.1610958597116887,0.8694414120775976,0.5061223671140596,0.11473524498377884
AOA_-20_GUST_20,0.7570108038244122,0.4225460514213941,-1.3701896683666486,-0.6540594282381119,-0.17015720656785277,-0.019361006348235815,0.5231045391903263,1.1362989308554683,0.8251342744174258,0.47513939628057245,0.09978419497843441
AOA_-20_GUST_20,0.7123740640755756,0.40890254242086965,-1.4431548541413053,-0.6277836120222947,-0.07996283981952865,0.055097911630656346,0.5956090649907396,1.0913661180555507,0.7698964192556373,0.4394984822283527,0.0836771558825487
AOA_-20_GUST_20,0.635567374313556,0.37901913710178,-1.424340240784193,-0.5564329736243143,0.023408930796128203,0.1402570421488528,0.6743986113761951,1.0639709431608548,0.7392318544605267,0.42529109887523214,0.0866324294130068
AOA_-20_GUST_20,0.5860229933589899,0.35727346522978837,-1.4411197038492065,-0.535891203238725,0.06303131177020893,0.17225748641225422,0.7017872548507406,1.010966969930671,0.6934354647010067,0.40245660475848255,0.08193758253363963
AOA_-20_GUST_20,0.5258829810686882,0.3328339462012687,-1.4294287592773363,-0.5152741823019827,0.09417821466488012,0.199512727206306,0.7127839221536559,0.953894765654714,0.6425056212643069,0.36973474607478496,0.060975012628500434
AOA_-20_GUST_20,0.45192026086330456,0.3051198204924655,-1.4232751837862831,-0.4961368036119861,0.12643340786841492,0.23499914811160016,0.7138866968533379,0.8937199235270699,0.5841983996469526,0.32731008395802774,0.025342302042669417
AOA_-20_GUST_20,0.4172823152819638,0.3053650773980212,-1.6411746612019602,-0.6911987099913636,-0.022453125769352687,0.13199604669594703,0.5957149459396097,0.7256415691779645,0.4128763627293735,0.14795886477330117,-0.19847981521582841
AOA_-20_GUST_20,0.2901387406651726,0.2413484961356305,-1.284241237316431,-0.4602957055912183,0.1850058998338534,0.29814550226952347,0.7378476457024424,0.7920139243773884,0.4771826671815895,0.24989502125533072,-0.03210372325302266
AOA_-20_GUST_20,0.16862623159786003,0.18685728296692608,-1.0977549593378737,-0.40193538190523104,0.24703875122477262,0.340286451703901,0.7745265957222396,0.7504924822650283,0.42145884088083413,0.20488411349200114,-0.05094070613862614
AOA_-20_GUST_20,0.05637454601571094,0.13438254086188461,-0.9305197988033281,-0.372148854968413,0.2859024367666173,0.36863128034139026,0.7956783053019924,0.6893323160994287,0.3562481940011023,0.15433554770426794,-0.07411046215174072
AOA_-20_GUST_20,-0.05174903961855204,0.08320610021007663,-0.7831942807089715,-0.35277502321741205,0.31465022162606665,0.39130161734961166,0.8061239328594446,0.6247721994271885,0.2848667905270087,0.10007891751713238,-0.10085946663101712
AOA_-20_GUST_20,-0.11124497854360094,0.059046399529309256,-0.8910395890090343,-0.5391149407224105,0.17637054667859822,0.2851419338973781,0.7030801675765112,0.45051305610724174,0.10313823225410351,-0.07905178510352137,-0.2852922071322932
AOA_-20_GUST_20,-0.20404938908626566,0.003378851824465179,-0.6402267002116491,-0.3618961752957709,0.340999858590239,0.42785802484226765,0.8266818667263662,0.4833561857405406,0.15422258025094251,0.020812705736957628,-0.11835814301155057
AOA_-20_GUST_20,-0.2503775000027272,-0.02608353136990686,-0.6762114753428293,-0.3743307138430398,0.343211871955933,0.43826236993113676,0.8286523929106369,0.3953108006525374,0.08693233897118031,-0.012602140678055315,-0.11439894827295297
AOA_-20_GUST_20,-0.25123496766971803,-0.03795722061679036,-0.8298351651066832,-0.4086606792748352,0.3288003847576256,0.4395072492252374,0.8230309345591447,0.28381855008739676,0.02398180595715132,-0.03354201002986289,-0.0921309807114764
AOA_-20_GUST_20,-0.22890312873432173,-0.03807041886659352,-1.0603363124019745,-0.4443898508549154,0.3098926723592016,0.4379372726221393,0.8112939497127144,0.1751233353262806,-0.04546080681904662,-0.060591031585221694,-0.0743987799358033
