Case,CL,CD,Cp_1,Cp_2,Cp_3,Cp_4,Cp_5,Cp_6,Cp_7,Cp_8,Cp_9
AOA_-4_GUST_20,0.9226973867066137,0.4988025510908269,-1.119640746065662,-0.8423483590270491,-0.8029044456332287,-0.6990918974854481,0.33734982005962355,1.1536764107724742,0.6388175580027757,0.17940389156934974,-0.27002543328930106
AOA_-4_GUST_20,0.8699660355904987,0.4910210830302606,-1.0725033200637286,-0.7588192952085626,-0.7146950040946844,-0.618372646855107,0.4053112216636984,1.1489692743732678,0.6146897526039108,0.15601836828819532,-0.2964599383159156
AOA_-4_GUST_20,0.8249264357981527,0.48233002872433367,-1.0479244435075667,-0.6879029726933152,-0.6456209208000663,-0.5583500465487701,0.4564232311306914,1.136520650067537,0.587595156683233,0.1324527813304259,-0.3187067688387544
AOA_-4_GUST_20,0.7801507964938503,0.47009569481690355,-1.0279047319936285,-0.6256879503789763,-0.589389025909906,-0.5095985557644497,0.5052696724774411,1.1283027135845909,0.5659700533350325,0.11463801515385286,-0.3340058495468428
AOA_-4_GUST_20,0.73163935072641,0.45251355775382507,-0.998045681535575,-0.5760613444570016,-0.5495704182001425,-0.4730322348054212,0.5424098623291707,1.1166038536502993,0.5437829603165014,0.09636835538789736,-0.3481413850763089
AOA_-4_GUST_20,0.6710154213835485,0.42778557748690904,-0.943375138579726,-0.5302551746237991,-0.5169635634069788,-0.44210592801606646,0.5749502762643768,1.1102066578332552,0.5262913294915159,0.08079878567710322,-0.3605978264394033
AOA_-4_GUST_20,0.6067127914106026,0.3969128714878048,-0.843731652091903,-0.5043670727248675,-0.5065435959516082,-0.43255675669344507,0.5884054138614703,1.093070224649494,0.5025305455435396,0.0630589651261195,-0.3693848669294595
AOA_-4_GUST_20,0.5530938988848243,0.36550894913439747,-0.7161218966649171,-0.5121218187942498,-0.5225958980868419,-0.4499930814757557,0.5820432799738557,1.0683797428376869,0.4790112694278191,0.05127094788736797,-0.3667276323166201
AOA_-4_GUST_20,0.4972243583301504,0.3321972577004226,-0.5676457209636843,-0.5322187600906236,-0.5408627964430737,-0.4722471816796805,0.574013163934126,1.0496443142272716,0.4600363457950677,0.0396936927224287,-0.36548074876846737
AOA_-4_GUST_20,0.4634854937011574,0.3054319861151891,-0.43148191346745157,-0.5659116445595381,-0.5636058283385154,-0.49263149211129587,0.5760090323598566,1.0518023298205676,0.46611748743066933,0.05355474727366957,-0.338127898407712
AOA_-4_GUST_20,0.4516721247453974,0.2861907062516882,-0.35733203704499134,-0.6114632881600054,-0.5969602386095599,-0.5208544073316375,0.5771547224481273,1.0631745999753839,0.48073525021758584,0.07339119661112745,-0.30336644609503643
AOA_-4_GUST_20,0.4832636851784606,0.27930930504944085,-0.4182625634593786,-0.694484411349775,-0.6815253892102624,-0.6032461438533203,0.5327194514231006,1.0445957503061918,0.47487804811756,0.08360538464962242,-0.26443666867662247
AOA_-4_GUST_20,0.5648155206461714,0.2920927716588317,-0.5890659996774705,-0.7667491001550815,-0.7669664367000077,-0.6866884981206254,0.4952891531000203,1.0471427892969147,0.4956149799874937,0.12255626160640001,-0.1932008387325317
AOA_-4_GUST_20,0.6881575259307707,0.3224543215627406,-0.825449149701329,-0.8424951273510562,-0.8635984989217195,-0.7810054028944032,0.4504698537248065,1.0549996226658256,0.525385592684411,0.16893352673316353,-0.11387278357040304
AOA_-4_GUST_20,0.842509376369834,0.36717181503247165,-1.0319408437057407,-0.9065392030483715,-0.9546842016192906,-0.8684567902718628,0.4134259994685967,1.0809758065822732,0.5766725781855028,0.23544458679727126,-0.016246513112566113
AOA_-4_GUST_20,1.0135861497214576,0.4207627654599391,-1.1813940726503533,-0.9695196051508497,-1.0474571776350756,-0.9577316068591959,0.3644965446139089,1.1101703461492698,0.6336196059154859,0.30398092197725723,0.08015051345792777
AOA_-4_GUST_20,1.1835095247493463,0.4742613105885829,-1.2816331726439887,-1.0616111573487426,-1.1762966613608548,-1.0863096677889232,0.2622437198046473,1.104441013976788,0.6596856318706706,0.34682699652987814,0.1522125259656671
AOA_-4_GUST_20,1.3023016940665142,0.5134702324852111,-1.2793032603514873,-1.118131398610049,-1.2712342731401076,-1.1793316501554219,0.1869267663492059,1.1198652194888463,0.7000827851971707,0.39400698096986875,0.20652202303609288
AOA_-4_GUST_20,1.3054475971836543,0.5181201654372612,-1.1888123341461534,-1.131921522487046,-1.3217979187425488,-1.2409762494484506,0.12236636762005867,1.1192824419188327,0.7076977361779546,0.38932942034602075,0.17429212074808928
AOA_-4_GUST_20,1.2105499873059768,0.4946670989612354,-1.0420699480959592,-1.0960188503066601,-1.313384690442739,-1.2398139236180379,0.10067286345634609,1.1205540194062262,0.7001358226765423,0.35419231636009596,0.08478990760059482
AOA_-4_GUST_20,1.0794903332613137,0.4626967500968051,-0.9052918844918992,-1.0433109357243344,-1.2569111478041348,-1.181151661949694,0.12410738699037444,1.123493003385382,0.6828213641827566,0.3063220940676986,-0.020853743257435456
AOA_-4_GUST_20,0.9802168294361268,0.43976212982070056,-0.8410169323653685,-1.0263475927488501,-1.1993002349936677,-1.1179758094758159,0.15168807393649075,1.103949214493628,0.6457071784242818,0.25381725761323615,-0.10643298584202152
AOA_-4_GUST_20,0.9157600267975995,0.4257530191601708,-0.8233110212084758,-1.0262573848928167,-1.1253095285544468,-1.0399179542073518,0.19628837408369612,1.088415759182826,0.6166706709352532,0.22142385848283702,-0.15023265645078504
AOA_-4_GUST_20,0.8710038883908462,0.4151573119485983,-0.8342046909171121,-1.024223007225931,-1.045236039084914,-0.960771164201287,0.25169447490842134,1.080492951361117,0.5959892860665919,0.20161803119670701,-0.16972928240037594
AOA_-4_GUST_20,0.840920633168576,0.40676884314573797,-0.8679004309996701,-1.0089312507356438,-0.9658757962047946,-0.8852296523045349,0.3127649118018009,1.0811239813330273,0.5842715956928634,0.19402193260349831,-0.1684038078699202
AOA_-4_GUST_20,0.8202176808844476,0.39921541410979083,-0.9223331722048009,-0.9723303043632161,-0.8913401844772912,-0.8135041028035235,0.3763376483893069,1.0877048775890614,0.5793527588946433,0.19525101335946884,-0.152182792816849
AOA_-4_GUST_20,0.822742988526192,0.39760996009343685,-1.0021842254354076,-0.9331820618153701,-0.8416632801477733,-0.7635525398437601,0.42807378135870416,1.09341206762169,0.5790185246550037,0.2048876328900977,-0.12154250929608336
AOA_-4_GUST_20,0.8453914441203073,0.4016699543962908,-1.089975395517647,-0.8961455590042913,-0.8128508077329494,-0.7341081004397385,0.4696582702529701,1.1005250255154675,0.5823640738838801,0.22071671017834874,-0.08018692967670288
AOA_-4_GUST_20,0.8867572757880818,0.41195479366164145,-1.1515113906927414,-0.8666790572284291,-0.8011630213412385,-0.7188263195684039,0.5056855052026664,1.1171943388266852,0.5980341481020385,0.24865273616510958,-0.02615144466126579
AOA_-4_GUST_20,0.943745531832886,0.42623254872048094,-1.1643982434923381,-0.8410747827941276,-0.8061314945005768,-0.720552174162424,0.5376915648041084,1.1442291658326649,0.6270391231659008,0.2912529854234971,0.045080692383369536
AOA_-4_GUST_20,0.9992610621902577,0.4401370045364937,-1.1318703046942986,-0.8246677104079256,-0.8236647183076643,-0.7395323243085836,0.5557814650781125,1.1723196257404855,0.6584321186012367,0.3336942042439709,0.11129531750961341
AOA_-4_GUST_20,1.0489721665813891,0.45323857197953044,-1.0625703064872696,-0.8157641193810143,-0.8526318851398457,-0.7754247337993091,0.5632064223051972,1.2033362201718951,0.6944811325436541,0.3770713076938714,0.16843516403608255
AOA_-4_GUST_20,1.064512763616775,0.4562466996885594,-0.9691210016759961,-0.8148609249817981,-0.8962461479710586,-0.8319284913421181,0.5442740870967567,1.215490021622549,0.7107149540803039,0.3948573106604325,0.1848424412860541
AOA_-4_GUST_20,1.018668120329111,0.4421447982686381,-0.8479192348003246,-0.790098751684844,-0.9204159991120338,-0.8709878789180826,0.5246191786688355,1.2207080380899575,0.7099816267736242,0.3829079000518555,0.15031863498968917
AOA_-4_GUST_20,0.9299154738144065,0.4175734451115694,-0.7358304100252775,-0.7508957379233427,-0.919712982275642,-0.8779749612269806,0.5164033967792645,1.2167153980153824,0.6897029620183833,0.34257471295579733,0.07411491013479975
AOA_-4_GUST_20,0.8340412569458574,0.3940698944396816,-0.6485192158694529,-0.7114270433610009,-0.896804077464234,-0.8582326424374214,0.5291828493551425,1.2142865353071395,0.6619516161930254,0.292475896904246,-0.01237174385730683
AOA_-4_GUST_20,0.7622938685971583,0.3793649650307738,-0.6017481385508533,-0.6913356425783023,-0.8610644018430119,-0.8192815378788474,0.55433053750908,1.210982651275247,0.6352753654088776,0.2494599073211065,-0.08170200025525724
AOA_-4_GUST_20,0.7237089020977544,0.3741681511293353,-0.5953695287059656,-0.7008622552433675,-0.8309930767542726,-0.7832750105998875,0.5738919632734474,1.2007919185651237,0.6085336071856353,0.21563452845262385,-0.12906683042554606
AOA_-4_GUST_20,0.6982647120024214,0.37091360381982846,-0.6040133488043353,-0.7155635362902565,-0.7942002881141309,-0.7445021695190852,0.5986294268929958,1.1951353169662955,0.5866966409295377,0.1886314063746561,-0.16070566755517238
AOA_-4_GUST_20,0.6654701997383333,0.36256830753601604,-0.6141334550535782,-0.7197110091944162,-0.7490781684983298,-0.7024907415428296,0.6279024089471202,1.1918431201477397,0.5654030733138755,0.1602497005152108,-0.19143425701152555
AOA_-4_GUST_20,0.6297285192945581,0.34986367825821474,-0.6211039252714979,-0.7138249827781812,-0.7080170732330179,-0.6634037367825518,0.6566554940505703,1.188375799779883,0.5465483923443574,0.13704445970887855,-0.21217171472630877
AOA_-4_GUST_20,0.6062720409765644,0.3382640056121449,-0.6457224413297582,-0.7126087922055409,-0.684613724968699,-0.6390055929171288,0.6778501096329312,1.18394414288479,0.5317512858993138,0.1230494885758224,-0.21829915378427026
AOA_-4_GUST_20,0.5962719261685848,0.3292333328807657,-0.7006206400093486,-0.7177688550982582,-0.6806730614953884,-0.63534507286923,0.6847521385145642,1.175096378114619,0.5173345111971659,0.112016910007759,-0.21786447653507418
AOA_-4_GUST_20,0.6151843709781929,0.3291623465876456,-0.7949514226959048,-0.7335591900469951,-0.6945417338922738,-0.6476882685564473,0.685023072992621,1.1709757553027316,0.5131411248582263,0.11410362695994478,-0.19942620410445785
AOA_-4_GUST_20,0.673292759475765,0.34230542035503614,-0.9052162998578048,-0.7632248086207294,-0.7296219188201275,-0.6799805990914333,0.6756704270722608,1.174618902170732,0.5251878868622849,0.1369246190205218,-0.1553725337682576
AOA_-4_GUST_20,0.7743090256773858,0.3693606061736526,-1.0186046739872021,-0.813184753794639,-0.796056247126417,-0.7436896512956783,0.6467044416931488,1.1794955470553363,0.5480344382629734,0.17557684951330627,-0.08935738363344792
AOA_-4_GUST_20,0.9055982534784315,0.4073760745012716,-1.1024961079606637,-0.8708589011972039,-0.8820237606582809,-0.8273698387284308,0.6048976053680353,1.1915806694120927,0.5856449678520371,0.2305952872188357,-0.005533558831878836
AOA_-4_GUST_20,1.0451520646962351,0.4483127487369891,-1.1514017137524002,-0.9393926586822491,-0.9905090941372763,-0.9360743319292519,0.5423869820088559,1.1998258166769817,0.6247695794471744,0.28569502532445096,0.07360799651688697
AOA_-4_GUST_20,1.1406027219890305,0.4758292210814587,-1.1368595125014553,-0.9869980024451662,-1.0907818608837943,-1.0396800910994508,0.4730401567519704,1.2040371343579974,0.6570097812027328,0.3242154220933392,0.12057425626728943
AOA_-4_GUST_20,1.162465687354526,0.48191729985840964,-1.065225742583525,-1.0044632589825877,-1.165390229028275,-1.1199841253703664,0.4074003959032897,1.2034532063161936,0.6722603873881103,0.33255871024387845,0.11352804764444689
AOA_-4_GUST_20,1.115257140695441,0.46912072297089313,-0.9648445649803431,-0.9992904711238816,-1.2093078642852173,-1.1638496054859755,0.3487197782176578,1.1929825534305356,0.6653381750078367,0.3085032183721199,0.053035332681987665
AOA_-4_GUST_20,1.0294238183628757,0.44747700233576726,-0.8669241760477413,-0.9849293957801337,-1.2207458448501478,-1.1702185266521512,0.32033803429951313,1.180505576873525,0.6415132829551838,0.2619376228127642,-0.03811911273952462
AOA_-4_GUST_20,0.9398605422349874,0.4274833859818368,-0.7988875800988853,-0.9796935726006707,-1.199630209103396,-1.1420602869818477,0.3232230005327906,1.1672687055667217,0.6096985038427895,0.20864578516763765,-0.1315857140125094
AOA_-4_GUST_20,0.8748226548305612,0.4160993152784827,-0.7745206855963107,-0.9907778862583656,-1.158959291712311,-1.0925025986350934,0.35008368191726713,1.1584094224240415,0.579441925802553,0.1622449088895676,-0.2031259104411366
AOA_-4_GUST_20,0.8316269960613519,0.41077875174842315,-0.7862348234713598,-1.0156243509975516,-1.1076702734392803,-1.0321204366796097,0.3923658173860567,1.1542245799983983,0.5521346968988765,0.12317677644154636,-0.2548407476276574
AOA_-4_GUST_20,0.8003668632197091,0.4065264289233906,-0.8262205193249782,-1.0385435323330752,-1.0575652324040772,-0.9760377055410603,0.4371754302609761,1.1500360393622064,0.524108068762611,0.08675670529086445,-0.29380504505249083
AOA_-4_GUST_20,0.8097710330418365,0.4102747363886678,-0.8977517267816019,-1.06110111706825,-1.0259642258931039,-0.9580787695325028,0.4867285320162677,1.1654584466858755,0.5093429725294241,0.07001745576958511,-0.29324616506762713
AOA_-4_GUST_20,0.8177923326787512,0.4106322127638293,-1.009992544913777,-1.0727100802294431,-1.0087385240662945,-0.9644989908235695,0.5174542388760666,1.1647948962133101,0.48585219732088625,0.03849518428605968,-0.308739366843483
AOA_-4_GUST_20,0.8263744931194933,0.412370603415688,-1.1409783810687322,-1.0642503928398428,-1.0051147448800846,-0.969194113515485,0.5423424492989444,1.1699399819909653,0.4712659042523749,0.01578827272517641,-0.3234208689532836
AOA_-4_GUST_20,0.8456109098144914,0.4175821658965526,-1.2614275541720645,-1.0495424929882098,-1.0148711565037722,-0.9615008236930642,0.5584772529252433,1.1816821857985111,0.4684634861684031,0.00919200986521328,-0.3215673563011163
AOA_-4_GUST_20,0.8954355191972022,0.43241380234082993,-1.3431563969514815,-1.053282879958446,-1.0462482564275228,-0.9594455289678394,0.5627734643039976,1.2044825455932573,0.48829483807737917,0.0295027826645912,-0.2909160091591464
AOA_-4_GUST_20,0.9828514784425537,0.45755088326810317,-1.3673885103019328,-1.0763396972367703,-1.0999992452654208,-0.9793312742407148,0.5507278169343428,1.239818468143217,0.5419577161916453,0.081417222719738,-0.2253450164756764
AOA_-4_GUST_20,1.0906804679439996,0.48988828461989486,-1.3612641667463017,-1.1125085082006003,-1.163019710007007,-1.0475021381890894,0.5334511186011576,1.296180303792445,0.6095773587397443,0.14491040187287946,-0.1497227716250684
AOA_-4_GUST_20,1.1792169992964772,0.5157045342048504,-1.304906438562536,-1.1445614273935836,-1.230732359806133,-1.129953705551626,0.4854326766088797,1.339955923900236,0.6842995172933434,0.21170962784898517,-0.09076006148156185
AOA_-4_GUST_20,1.2201701495636674,0.527789293293852,-1.2045898523525937,-1.156068939500249,-1.3018307088187067,-1.2071423136963957,0.4043791519901131,1.3669737407426823,0.7602339861244138,0.2752343132404367,-0.06924267420227292
AOA_-4_GUST_20,1.2023831329068078,0.5240493613877374,-1.09761757475831,-1.1431016463346682,-1.3539923463577703,-1.2515481602028449,0.3116589013290743,1.3747281129430187,0.8109175567401957,0.3184306890953399,-0.09433156380815261
AOA_-4_GUST_20,1.1523957477079052,0.5132134788186081,-1.0053948093893532,-1.1199400076843267,-1.365348959422145,-1.2613655754009243,0.2462041424579888,1.3622824301593703,0.8333990980032179,0.34548803694278435,-0.14074156554465755
AOA_-4_GUST_20,1.1002927023832152,0.5055911158573716,-0.9505448653356017,-1.1138330548756707,-1.3321808860850433,-1.236501114107341,0.20926735569898597,1.3316384684005804,0.8269424979263161,0.362012253804855,-0.17812286361146357
AOA_-4_GUST_20,1.0711448511871378,0.5061344390558843,-0.9414010794621621,-1.1331493381025108,-1.2809313006440077,-1.18413924171614,0.21024838337640572,1.2999985021025966,0.800892450453039,0.3629058613346239,-0.1803716777297386
AOA_-4_GUST_20,1.059492164043926,0.5107281436348071,-0.9625752945438446,-1.162615652442202,-1.2170853565276196,-1.112228307224739,0.24330300876005284,1.27405912580932,0.765703130705303,0.35038495603709474,-0.144452081106122
AOA_-4_GUST_20,1.0539316053131966,0.5124957844949658,-1.0034050033576623,-1.1792446400680487,-1.1542846978287198,-1.0412311986302158,0.2937765229930142,1.2549770113286192,0.7252559601867817,0.32247128974995043,-0.09346443501779386
AOA_-4_GUST_20,1.042634987560735,0.5067190311476018,-1.0556279645330868,-1.1740836837649486,-1.1008097750844472,-0.9836018350501003,0.34684430804614086,1.2424516030299457,0.6855374649943167,0.28586690173280654,-0.06232799669188466
AOA_-4_GUST_20,1.0178609160658962,0.4912598577974871,-1.128283056769445,-1.1488599220728204,-1.0521920299379108,-0.9361634473643456,0.4048455224264629,1.2358042228580637,0.642434197623637,0.23830540610104756,-0.05784611243176918
AOA_-4_GUST_20,0.9897684087540736,0.4722455151707587,-1.2221723540946317,-1.1174806608981185,-1.0181032761085307,-0.9017888934108733,0.46419939330268273,1.23689205354631,0.6035734812752084,0.19054387603347644,-0.07482202463275583
AOA_-4_GUST_20,0.984032748598008,0.46088892384165137,-1.3220356203262198,-1.0980560147956722,-1.0088917873212104,-0.8898026416237287,0.5111147569753122,1.2474070362296372,0.5755618565390853,0.15294704445656787,-0.09000407960350486
AOA_-4_GUST_20,1.0267098578877636,0.4679808164200541,-1.4022574118900717,-1.1015991956306999,-1.0385994646578007,-0.9128023939222216,0.5342527615338153,1.269226375277224,0.5728367477799763,0.1428182379298321,-0.07682922402798373
AOA_-4_GUST_20,1.1064108606990668,0.4891211746056472,-1.4468023697170411,-1.117720785594994,-1.1010981776238962,-0.9720388315617492,0.5262082856774591,1.2985098915890125,0.5926369731118851,0.14980950989909522,-0.04970180963582424
AOA_-4_GUST_20,1.2004400647242492,0.5164065813402144,-1.4389900234985,-1.1411598328046466,-1.185077617024391,-1.0586615389294212,0.4818819332936182,1.3267305780172165,0.6378318746002277,0.17688505570196306,-0.015724590803659667
AOA_-4_GUST_20,1.2527056152266784,0.5325933531307666,-1.3671692979690473,-1.1501011389069646,-1.2610905966218582,-1.141090447430398,0.4074329332626391,1.3402604484146785,0.6931193135967494,0.20494102560455718,-0.013162487340328587
AOA_-4_GUST_20,1.2340296803760729,0.5282976082274597,-1.2494862144867878,-1.1359081410346563,-1.310178291235805,-1.1962726447938237,0.323551598698709,1.3321205457147363,0.7313120933116959,0.2229971820474539,-0.06250745626401188
AOA_-4_GUST_20,1.1580620040959713,0.5091637875047504,-1.1129427793727373,-1.1048862358997233,-1.3132407420021683,-1.206589541721252,0.2718079267810988,1.3051289921452442,0.7404628995062619,0.2422472582516537,-0.15051775498770503
AOA_-4_GUST_20,1.0482599046591683,0.4827196188843055,-0.9996028862710933,-1.0659369040207496,-1.2585980683371158,-1.1657981719981054,0.27340894688927764,1.2660791411115158,0.7059758460966605,0.24338774198346053,-0.24968241698791013
AOA_-4_GUST_20,0.9468556628231415,0.4632926129759987,-0.9260737708312766,-1.036822751598669,-1.1713396376867866,-1.0809322626594344,0.329336810612351,1.2271350206251959,0.6429727922061074,0.22929533259732526,-0.31157396699957507
AOA_-4_GUST_20,0.8807386382765059,0.4549737655519766,-0.9065844999380218,-1.020271874530752,-1.080726089324446,-0.9852131202849079,0.4151345452752103,1.197273212997855,0.5717656927094844,0.193338327874256,-0.30637342008008683
AOA_-4_GUST_20,0.8488809036078289,0.45384207856453207,-0.926804380089501,-1.0122942135559747,-0.9898669311997366,-0.9020975020178346,0.5161020407156671,1.1747557683587813,0.4920181471598998,0.14817787488592726,-0.24008192287784047
AOA_-4_GUST_20,0.8322746957363919,0.450476484137742,-0.9611830923741109,-0.9966409060521806,-0.9119801407977802,-0.8478713632354351,0.60661181713274,1.1449337885714976,0.4019643260394517,0.09502366539426745,-0.17457020230051556
